id,district,pincode,state
4824,BALLARI,583111,KARNATAKA
4825,BALLARI,583112,KARNATAKA
4826,BALLARI,583113,KARNATAKA
4827,BALLARI,583130,KARNATAKA
4828,BALLARI,583114,KARNATAKA
4829,BALLARI,583152,KARNATAKA
4830,KACHCHH,370040,GUJARAT
4831,MAHESANA,384415,GUJARAT
4832,MAHESANA,384360,GUJARAT
4833,JALANDHAR,144702,PUNJAB
4834,JALANDHAR,144044,PUNJAB
4835,JALANDHAR,144036,PUNJAB
4836,BHOJPUR,802164,BIHAR
4837,BHOJPUR,802165,BIHAR
4838,BALLARI,583115,KARNATAKA
4839,BALLARI,583155,KARNATAKA
4840,SOUTH,110047,DELHI
4841,SOUTH,110080,DELHI
4842,SOUTH,110076,DELHI
4843,JAMMU,185154,"JAMMU AND KASHMIR"
4844,KANNUR,670612,KERALA
4845,JAMMU,181131,"JAMMU AND KASHMIR"
4846,JAMMU,180010,"JAMMU AND KASHMIR"
4847,BOTAD,364720,GUJARAT
4848,REWARI,122502,HARYANA
4849,NORTH,110036,DELHI
4850,NORTH,110039,DELHI
4851,"NORTH WEST",110081,DELHI
4852,"NORTH WEST",110040,DELHI
4853,"NORTH WEST",110035,DELHI
4854,"NORTH WEST",110085,DELHI
4855,KODAGU,571201,KARNATAKA
4856,KODAGU,571211,KARNATAKA
4857,KODAGU,571212,KARNATAKA
4858,KODAGU,571213,KARNATAKA
4859,YADGIR,585304,KARNATAKA
4860,YADGIR,585237,KARNATAKA
4861,YADGIR,585315,KARNATAKA
4862,HASSAN,573202,KARNATAKA
4863,KODAGU,571219,KARNATAKA
4864,KODAGU,571247,KARNATAKA
4865,KODAGU,571248,KARNATAKA
4866,GURUGRAM,122504,HARYANA
4867,JALANDHAR,144632,PUNJAB
4868,JALANDHAR,144037,PUNJAB
4869,JALANDHAR,144043,PUNJAB
4870,KAPURTHALA,144626,PUNJAB
4871,JAMMU,181111,"JAMMU AND KASHMIR"
4872,JAMMU,180003,"JAMMU AND KASHMIR"
4873,BAGALKOTE,587114,KARNATAKA
4874,BALESHWAR,756047,ODISHA
4875,BALESHWAR,756030,ODISHA
4876,BALESHWAR,756026,ODISHA
4877,BALESHWAR,756038,ODISHA
4878,BALESHWAR,756079,ODISHA
4879,BALESHWAR,756036,ODISHA
4880,KAPURTHALA,144603,PUNJAB
4881,KAPURTHALA,144622,PUNJAB
4882,KAPURTHALA,144407,PUNJAB
4883,KAPURTHALA,144405,PUNJAB
4884,KAPURTHALA,144411,PUNJAB
4885,SHIMLA,171212,"HIMACHAL PRADESH"
4886,RAIGARH,496005,CHHATTISGARH
4887,AHMADABAD,380059,GUJARAT
4888,KODAGU,571249,KARNATAKA
4889,KODAGU,571232,KARNATAKA
4890,KODAGU,571234,KARNATAKA
4891,KODAGU,571250,KARNATAKA
4892,KODAGU,571251,KARNATAKA
4893,KODAGU,571252,KARNATAKA
4894,HASSAN,573117,KARNATAKA
4895,HASSAN,573118,KARNATAKA
4896,HASSAN,573119,KARNATAKA
4897,SHIMLA,171006,"HIMACHAL PRADESH"
4898,CHANDRAPUR,441225,MAHARASHTRA
4899,SHIMLA,171221,"HIMACHAL PRADESH"
4900,SHIMLA,171219,"HIMACHAL PRADESH"
4901,CHANDRAPUR,442906,MAHARASHTRA
4902,CHANDRAPUR,442503,MAHARASHTRA
4903,CHANDRAPUR,441222,MAHARASHTRA
4904,GADCHIROLI,442504,MAHARASHTRA
4905,CHANDRAPUR,441221,MAHARASHTRA
4906,GURUGRAM,122004,HARYANA
4907,GURUGRAM,122017,HARYANA
4908,BAGALKOTE,587102,KARNATAKA
4909,NAYAGARH,752063,ODISHA
4910,SATARA,415109,MAHARASHTRA
4911,SATARA,415506,MAHARASHTRA
4912,SATARA,415124,MAHARASHTRA
4913,SATARA,415115,MAHARASHTRA
4914,SATARA,415020,MAHARASHTRA
4915,LATUR,413524,MAHARASHTRA
4916,LATUR,413521,MAHARASHTRA
4917,LATUR,413527,MAHARASHTRA
4918,SATARA,412804,MAHARASHTRA
4919,SATARA,415504,MAHARASHTRA
4920,SATARA,412802,MAHARASHTRA
4921,SATARA,415021,MAHARASHTRA
4922,SATARA,415501,MAHARASHTRA
4923,SATARA,415514,MAHARASHTRA
4924,SATARA,415114,MAHARASHTRA
4925,SOUTH,110030,DELHI
4926,SOUTH,110068,DELHI
4927,SIRSA,125054,HARYANA
4928,NUAPADA,766111,ODISHA
4929,SATARA,415537,MAHARASHTRA
4930,SATARA,415518,MAHARASHTRA
4931,SATARA,415503,MAHARASHTRA
4932,SAMBA,181141,"JAMMU AND KASHMIR"
4933,JAMMU,181123,"JAMMU AND KASHMIR"
4934,JAMMU,181122,"JAMMU AND KASHMIR"
4935,KALAHANDI,766002,ODISHA
4936,KALAHANDI,766020,ODISHA
4937,GAJAPATI,761016,ODISHA
4938,GAJAPATI,761213,ODISHA
4939,GAJAPATI,761201,ODISHA
4940,PORBANDAR,360590,GUJARAT
4941,PORBANDAR,362620,GUJARAT
4942,PORBANDAR,360579,GUJARAT
4943,GURUGRAM,122503,HARYANA
4944,GURUGRAM,122103,HARYANA
4945,MAHENDRAGARH,123001,HARYANA
4946,PORBANDAR,362650,GUJARAT
4947,JUNAGADH,362015,GUJARAT
4948,JUNAGADH,362610,GUJARAT
4949,HISAR,125004,HARYANA
4950,HISAR,125033,HARYANA
4951,HISAR,125052,HARYANA
4952,HISAR,125005,HARYANA
4953,JAMMU,181224,"JAMMU AND KASHMIR"
4954,JAMNAGAR,363655,GUJARAT
4955,JAMNAGAR,361240,GUJARAT
4956,VAISHALI,844128,BIHAR
4957,"SABAR KANTHA",383410,GUJARAT
4958,MAHESANA,384421,GUJARAT
4959,MAHESANA,384305,GUJARAT
4960,ARVALLI,383260,GUJARAT
4961,ARVALLI,383325,GUJARAT
4962,JALANDHAR,144042,PUNJAB
4963,JALANDHAR,144625,PUNJAB
4964,JALANDHAR,144311,PUNJAB
4965,JALANDHAR,144033,PUNJAB
4966,HASSAN,573121,KARNATAKA
4967,HASSAN,573122,KARNATAKA
4968,HASSAN,573125,KARNATAKA
4969,HASSAN,573144,KARNATAKA
4970,HASSAN,573131,KARNATAKA
4971,JAMNAGAR,361012,GUJARAT
4972,JAMNAGAR,361210,GUJARAT
4973,JAMNAGAR,361120,GUJARAT
4974,"DEVBHUMI DWARKA",361306,GUJARAT
4975,SATARA,415505,MAHARASHTRA
4976,SATARA,415530,MAHARASHTRA
4977,BHARUCH,392110,GUJARAT
4978,LATUR,413544,MAHARASHTRA
4979,LATUR,413531,MAHARASHTRA
4980,HISAR,125037,HARYANA
4981,HISAR,125039,HARYANA
4982,"NEW DELHI",110061,DELHI
4983,"NEW DELHI",110037,DELHI
4984,"NEW DELHI",110070,DELHI
4985,"SOUTH WEST",110072,DELHI
4986,"SOUTH WEST",110043,DELHI
4987,FATEHABAD,125111,HARYANA
4988,KACHCHH,370115,GUJARAT
4989,REWARI,123501,HARYANA
4990,AJMER,305205,RAJASTHAN
4991,AJMER,305206,RAJASTHAN
4992,NUH,122104,HARYANA
4993,NUH,122108,HARYANA
4994,AJMER,305023,RAJASTHAN
4995,DHAR,454335,"MADHYA PRADESH"
4996,DHAR,454116,"MADHYA PRADESH"
4997,DHAR,454111,"MADHYA PRADESH"
4998,VADODARA,391761,GUJARAT
4999,VADODARA,391520,GUJARAT
5000,VADODARA,391530,GUJARAT
5001,VADODARA,391770,GUJARAT
5002,VADODARA,391101,GUJARAT
5003,VADODARA,391760,GUJARAT
5004,VADODARA,391445,GUJARAT
5005,KALAHANDI,766032,ODISHA
5006,KALAHANDI,766028,ODISHA
5007,"EAST KHASI HILLS",793108,MEGHALAYA
5008,"WEST JAINTIA HILLS",793109,MEGHALAYA
5009,"EAST KHASI HILLS",793110,MEGHALAYA
5010,AJMER,305002,RAJASTHAN
5011,GADCHIROLI,441217,MAHARASHTRA
5012,CHANDRAPUR,442916,MAHARASHTRA
5013,CHANDRAPUR,442907,MAHARASHTRA
5014,GADCHIROLI,442918,MAHARASHTRA
5015,LATUR,413517,MAHARASHTRA
5016,LATUR,413530,MAHARASHTRA
5017,NARMADA,393041,GUJARAT
5018,VADODARA,393105,GUJARAT
5019,LATUR,431522,MAHARASHTRA
5020,LATUR,413514,MAHARASHTRA
5021,BHARUCH,393002,GUJARAT
5022,BHARUCH,393001,GUJARAT
5023,HASSAN,573135,KARNATAKA
5024,HASSAN,573225,KARNATAKA
5025,HASSAN,573213,KARNATAKA
5026,HASSAN,573102,KARNATAKA
5027,HASSAN,573214,KARNATAKA
5028,HASSAN,573215,KARNATAKA
5029,HASSAN,573127,KARNATAKA
5030,HASSAN,573120,KARNATAKA
5031,HASSAN,573216,KARNATAKA
5032,BHARUCH,392130,GUJARAT
5033,BHARUCH,392020,GUJARAT
5034,BHARUCH,391810,GUJARAT
5035,ANAND,388307,GUJARAT
5036,ANAND,388325,GUJARAT
5037,ANAND,388340,GUJARAT
5038,ANAND,388560,GUJARAT
5039,ANAND,388350,GUJARAT
5040,NARMADA,393040,GUJARAT
5041,OSMANABAD,413582,MAHARASHTRA
5042,OSMANABAD,413506,MAHARASHTRA
5043,"WEST JAINTIA HILLS",793150,MEGHALAYA
5044,"EAST JAINTIA HILLS",793200,MEGHALAYA
5045,"EAST JAINTIA HILLS",793210,MEGHALAYA
5046,"EAST KHASI HILLS",793021,MEGHALAYA
5047,"SOUTH WEST KHASI HILLS",793114,MEGHALAYA
5048,"EAST KHASI HILLS",793121,MEGHALAYA
5049,"WEST KHASI HILLS",793120,MEGHALAYA
5050,FATEHABAD,125106,HARYANA
5051,"GIR SOMNATH",362560,GUJARAT
5052,HASSAN,573123,KARNATAKA
5053,HASSAN,573211,KARNATAKA
5054,BEMETARA,491340,CHHATTISGARH
5055,BEMETARA,491337,CHHATTISGARH
5056,BEMETARA,491993,CHHATTISGARH
5057,MANDI,175040,"HIMACHAL PRADESH"
5058,MANDI,175006,"HIMACHAL PRADESH"
5059,MANDI,175036,"HIMACHAL PRADESH"
5060,MANDI,175049,"HIMACHAL PRADESH"
5061,MANDI,175015,"HIMACHAL PRADESH"
5062,MANDI,175003,"HIMACHAL PRADESH"
5063,SURAT,394325,GUJARAT
5064,TAPI,394640,GUJARAT
5065,SURAT,394248,GUJARAT
5066,AJMER,305024,RAJASTHAN
5067,JAMNAGAR,360480,GUJARAT
5068,RAJKOT,360070,GUJARAT
5069,RAJKOT,360330,GUJARAT
5070,RAJKOT,360375,GUJARAT
5071,RAJKOT,360325,GUJARAT
5072,RAJKOT,360440,GUJARAT
5073,RAJKOT,360490,GUJARAT
5074,RAJKOT,360380,GUJARAT
5075,BARAMULLA,193301,"JAMMU AND KASHMIR"
5076,KODAGU,571231,KARNATAKA
5077,JODHPUR,342602,RAJASTHAN
5078,JODHPUR,342312,RAJASTHAN
5079,JODHPUR,342314,RAJASTHAN
5080,JODHPUR,342308,RAJASTHAN
5081,HASSAN,573165,KARNATAKA
5082,JODHPUR,342604,RAJASTHAN
5083,HASSAN,573141,KARNATAKA
5084,TAPI,394620,GUJARAT
5085,SURAT,394355,GUJARAT
5086,TAPI,394650,GUJARAT
5087,AKOLA,444101,MAHARASHTRA
5088,NAGPUR,441204,MAHARASHTRA
5089,NAGPUR,441108,MAHARASHTRA
5090,NAGPUR,441401,MAHARASHTRA
5091,"DADRA AND NAGAR HAVELI",396230,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU"
5092,MANDI,175032,"HIMACHAL PRADESH"
5093,MANDI,175005,"HIMACHAL PRADESH"
5094,HASSAN,573124,KARNATAKA
5095,HASSAN,573126,KARNATAKA
5096,HASSAN,573164,KARNATAKA
5097,HASSAN,573101,KARNATAKA
5098,HASSAN,573113,KARNATAKA
5099,HASSAN,573142,KARNATAKA
5100,JODHPUR,342801,RAJASTHAN
5101,JODHPUR,342029,RAJASTHAN
5102,JODHPUR,342037,RAJASTHAN
5103,JODHPUR,342302,RAJASTHAN
5104,JODHPUR,342802,RAJASTHAN
5105,JODHPUR,342305,RAJASTHAN
5106,JODHPUR,342303,RAJASTHAN
5107,MANDI,175014,"HIMACHAL PRADESH"
5108,MANDI,175007,"HIMACHAL PRADESH"
5109,VALSAD,396035,GUJARAT
5110,DANG,394730,GUJARAT
5111,VALSAD,396125,GUJARAT
5112,VALSAD,396126,GUJARAT
5113,VALSAD,396067,GUJARAT
5114,VALSAD,396065,GUJARAT
5115,VALSAD,396145,GUJARAT
5116,MANDI,175016,"HIMACHAL PRADESH"
5117,PALWAL,121106,HARYANA
5118,PALWAL,121105,HARYANA
5119,JALANDHAR,144035,PUNJAB
5120,JALANDHAR,144032,PUNJAB
5121,JALANDHAR,144633,PUNJAB
5122,JHUNJHUNU,333704,RAJASTHAN
5123,JHUNJHUNU,333705,RAJASTHAN
5124,"GIR SOMNATH",362265,GUJARAT
5125,FATEHABAD,125050,HARYANA
5126,"NEW DELHI",110010,DELHI
5127,"SOUTH WEST",110045,DELHI
5128,"SOUTH WEST",110077,DELHI
5129,"SOUTH WEST",110071,DELHI
5130,"SOUTH WEST",110075,DELHI
5131,SATARA,415527,MAHARASHTRA
5132,LATUR,413518,MAHARASHTRA
5133,LATUR,413529,MAHARASHTRA
5134,"DEVBHUMI DWARKA",360510,GUJARAT
5135,"DEVBHUMI DWARKA",361315,GUJARAT
5136,VADODARA,391745,GUJARAT
5137,VADODARA,391775,GUJARAT
5138,VADODARA,392310,GUJARAT
5139,GAJAPATI,761211,ODISHA
5140,TAPI,394680,GUJARAT
5141,VALSAD,396055,GUJARAT
5142,VALSAD,396155,GUJARAT
5143,VALSAD,396165,GUJARAT
5144,VALSAD,396185,GUJARAT
5145,VALSAD,396007,GUJARAT
5146,EAST,110091,DELHI
5147,JAMNAGAR,361110,GUJARAT
5148,JAMNAGAR,361006,GUJARAT
5149,JAMNAGAR,360520,GUJARAT
5150,SOUTH,110044,DELHI
5151,JHUNJHUNU,333053,RAJASTHAN
5152,JHUNJHUNU,331026,RAJASTHAN
5153,JHUNJHUNU,333307,RAJASTHAN
5154,FARIDABAD,121101,HARYANA
5155,GURUGRAM,122101,HARYANA
5156,GURUGRAM,122413,HARYANA
5157,GURUGRAM,122003,HARYANA
5158,GURUGRAM,122414,HARYANA
5159,BALLARI,583117,KARNATAKA
5160,BALLARI,583154,KARNATAKA
5161,BALLARI,583121,KARNATAKA
5162,BALLARI,583122,KARNATAKA
5163,BALLARI,583123,KARNATAKA
5164,BALLARI,583125,KARNATAKA
5165,BALLARI,583104,KARNATAKA
5166,AJMER,305012,RAJASTHAN
5167,WAYANAD,673595,KERALA
5168,WAYANAD,673123,KERALA
5169,"SABAR KANTHA",383240,GUJARAT
5170,KHORDHA,752030,ODISHA
5171,KAPURTHALA,144620,PUNJAB
5172,KAPURTHALA,144606,PUNJAB
5173,KAPURTHALA,144628,PUNJAB
5174,BALLARI,583116,KARNATAKA
5175,BALLARI,583119,KARNATAKA
5176,BALLARI,583120,KARNATAKA
5177,FATEHABAD,125053,HARYANA
5178,UDHAMPUR,182122,"JAMMU AND KASHMIR"
5179,JUNAGADH,362310,GUJARAT
5180,BALLARI,583124,KARNATAKA
5181,BHOJPUR,802316,BIHAR
5182,"DAKSHINA KANNADA",574323,KARNATAKA
5183,"DAKSHINA KANNADA",574253,KARNATAKA
5184,"DAKSHINA KANNADA",574228,KARNATAKA
5185,HISAR,125006,HARYANA
5186,HISAR,125038,HARYANA
5187,FATEHABAD,125133,HARYANA
5188,KAPURTHALA,144403,PUNJAB
5189,JALANDHAR,144034,PUNJAB
5190,MAHESANA,384135,GUJARAT
5191,MAHESANA,384520,GUJARAT
5192,RAJKOT,360006,GUJARAT
5193,JHUNJHUNU,333042,RAJASTHAN
5194,JHUNJHUNU,333041,RAJASTHAN
5195,JHUNJHUNU,333308,RAJASTHAN
5196,JHUNJHUNU,333801,RAJASTHAN
5197,DHARWAD,580009,KARNATAKA
5198,DHARWAD,580005,KARNATAKA
5199,DHARWAD,580025,KARNATAKA
5200,GADCHIROLI,442919,MAHARASHTRA
5201,KHARGONE,451001,"MADHYA PRADESH"
5202,SHIMLA,171003,"HIMACHAL PRADESH"
5203,SHIMLA,171225,"HIMACHAL PRADESH"
5204,SHIMLA,171226,"HIMACHAL PRADESH"
5205,SHIMLA,171018,"HIMACHAL PRADESH"
5206,SHIMLA,171220,"HIMACHAL PRADESH"
5207,SHIMLA,171208,"HIMACHAL PRADESH"
5208,SHIMLA,171211,"HIMACHAL PRADESH"
5209,SHIMLA,171012,"HIMACHAL PRADESH"
5210,SHIMLA,171103,"HIMACHAL PRADESH"
5211,SHIMLA,171209,"HIMACHAL PRADESH"
5212,SHIMLA,171206,"HIMACHAL PRADESH"
5213,SHIMLA,171019,"HIMACHAL PRADESH"
5214,SHIMLA,171214,"HIMACHAL PRADESH"
5215,SHIMLA,171205,"HIMACHAL PRADESH"
5216,SATARA,415019,MAHARASHTRA
5217,"EAST KHASI HILLS",793004,MEGHALAYA
5218,"EAST JAINTIA HILLS",793160,MEGHALAYA
5219,"EAST KHASI HILLS",793113,MEGHALAYA
5220,BHARUCH,393125,GUJARAT
5221,RANCHI,834010,JHARKHAND
5222,SHIMLA,171222,"HIMACHAL PRADESH"
5223,SHIMLA,171005,"HIMACHAL PRADESH"
5224,WAYANAD,673576,KERALA
5225,KOZHIKODE,673029,KERALA
5226,DOHAD,389380,GUJARAT
5227,FATEHABAD,125112,HARYANA
5228,"NEW DELHI",110038,DELHI
5229,"SOUTH WEST",110078,DELHI
5230,ANAND,388345,GUJARAT
5231,ANAND,388210,GUJARAT
5232,ANAND,388360,GUJARAT
5233,NANDURBAR,425416,MAHARASHTRA
5234,NANDURBAR,425419,MAHARASHTRA
5235,NANDURBAR,425444,MAHARASHTRA
5236,NANDURBAR,425432,MAHARASHTRA
5237,NANDURBAR,425452,MAHARASHTRA
5238,NANDURBAR,425412,MAHARASHTRA
5239,SHIMLA,171014,"HIMACHAL PRADESH"
5240,SONIPAT,131409,HARYANA
5241,SONIPAT,131302,HARYANA
5242,SONIPAT,131039,HARYANA
5243,SONIPAT,131408,HARYANA
5244,SONIPAT,131101,HARYANA
5245,SONIPAT,131301,HARYANA
5246,SONIPAT,131028,HARYANA
5247,SONIPAT,131024,HARYANA
5248,"GIR SOMNATH",362268,GUJARAT
5249,PORBANDAR,360545,GUJARAT
5250,GURUGRAM,122006,HARYANA
5251,MAHENDRAGARH,123034,HARYANA
5252,RAJKOT,360035,GUJARAT
5253,JAMNAGAR,361230,GUJARAT
5254,JAMNAGAR,361140,GUJARAT
5255,RAJKOT,360045,GUJARAT
5256,RAJKOT,360055,GUJARAT
5257,SONIPAT,131022,HARYANA
5258,SONIPAT,131023,HARYANA
5259,SOUTH,110020,DELHI
5260,JAMNAGAR,361170,GUJARAT
5261,JAMNAGAR,361220,GUJARAT
5262,JAMNAGAR,361162,GUJARAT
5263,JAMNAGAR,360531,GUJARAT
5264,"DEVBHUMI DWARKA",361345,GUJARAT
5265,"DEVBHUMI DWARKA",361325,GUJARAT
5266,"DEVBHUMI DWARKA",361010,GUJARAT
5267,"DEVBHUMI DWARKA",360515,GUJARAT
5268,KATHUA,184144,"JAMMU AND KASHMIR"
5269,SAMBA,184141,"JAMMU AND KASHMIR"
5270,KATHUA,184142,"JAMMU AND KASHMIR"
5271,KATHUA,184102,"JAMMU AND KASHMIR"
5272,KATHUA,184152,"JAMMU AND KASHMIR"
5273,KATHUA,184202,"JAMMU AND KASHMIR"
5274,KATHUA,184104,"JAMMU AND KASHMIR"
5275,KATHUA,184151,"JAMMU AND KASHMIR"
5276,KATHUA,184145,"JAMMU AND KASHMIR"
5277,KATHUA,184148,"JAMMU AND KASHMIR"
5278,KATHUA,180012,"JAMMU AND KASHMIR"
5279,REASI,182311,"JAMMU AND KASHMIR"
5280,DODA,182203,"JAMMU AND KASHMIR"
5281,DODA,182221,"JAMMU AND KASHMIR"
5282,SIRSA,125102,HARYANA
5283,SIRSA,125103,HARYANA
5284,SIRSA,125201,HARYANA
5285,HASSAN,573201,KARNATAKA
5286,JASHPUR,496334,CHHATTISGARH
5287,JASHPUR,496242,CHHATTISGARH
5288,JASHPUR,496338,CHHATTISGARH
5289,GANDHINAGAR,382650,GUJARAT
5290,NORTH,110088,DELHI
5291,"NORTH WEST",110086,DELHI
5292,NORTH,110082,DELHI
5293,NORTH,110042,DELHI
5294,NORTH,110084,DELHI
5295,AMBALA,134008,HARYANA
5296,AMBALA,134007,HARYANA
5297,GANDHINAGAR,382835,GUJARAT
5298,GANDHINAGAR,382855,GUJARAT
5299,JAISALMER,345001,RAJASTHAN
5300,BALESHWAR,756002,ODISHA
5301,BALESHWAR,756085,ODISHA
5302,BALESHWAR,756022,ODISHA
5303,VALSAD,396191,GUJARAT
5304,SURAT,394230,GUJARAT
5305,SURAT,395007,GUJARAT
5306,SURAT,394107,GUJARAT
5307,SIRMAUR,173101,"HIMACHAL PRADESH"
5308,SIRMAUR,173023,"HIMACHAL PRADESH"
5309,DAMAN,396220,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU"
5310,DHAR,454774,"MADHYA PRADESH"
5311,SURAT,394245,GUJARAT
5312,TAPI,394652,GUJARAT
5313,KULLU,175102,"HIMACHAL PRADESH"
5314,KULLU,175136,"HIMACHAL PRADESH"
5315,KULLU,175143,"HIMACHAL PRADESH"
5316,KULLU,175105,"HIMACHAL PRADESH"
5317,KULLU,175129,"HIMACHAL PRADESH"
5318,JAISALMER,345027,RAJASTHAN
5319,BOKARO,827010,JHARKHAND
5320,BOKARO,828134,JHARKHAND
5321,BOKARO,827013,JHARKHAND
5322,BOKARO,829301,JHARKHAND
5323,BOKARO,827302,JHARKHAND
5324,DHANBAD,828306,JHARKHAND
5325,DHANBAD,828201,JHARKHAND
5326,DHANBAD,828101,JHARKHAND
5327,KAITHAL,136117,HARYANA
5328,PANCHKULA,134118,HARYANA
5329,NORTH,110033,DELHI
5330,NAYAGARH,752082,ODISHA
5331,NAYAGARH,752089,ODISHA
5332,NAYAGARH,752024,ODISHA
5333,NAYAGARH,752084,ODISHA
5334,JIND,126102,HARYANA
5335,SHIVAMOGGA,577301,KARNATAKA
5336,SHIVAMOGGA,577245,KARNATAKA
5337,SHIVAMOGGA,577243,KARNATAKA
5338,SIRMAUR,173024,"HIMACHAL PRADESH"
5339,MAYURBHANJ,756028,ODISHA
5340,DHANBAD,828301,JHARKHAND
5341,BOKARO,828303,JHARKHAND
5342,DHANBAD,828302,JHARKHAND
5343,DHANBAD,828202,JHARKHAND
5344,KULLU,175141,"HIMACHAL PRADESH"
5345,VALSAD,396130,GUJARAT
5346,SIRSA,125104,HARYANA
5347,SIRSA,125077,HARYANA
5348,SIRSA,125076,HARYANA
5349,SIRSA,125060,HARYANA
5350,SIRSA,125075,HARYANA
5351,SIRSA,125058,HARYANA
5352,"DAKSHINA KANNADA",574203,KARNATAKA
5353,"DAKSHINA KANNADA",574325,KARNATAKA
5354,"DAKSHINA KANNADA",574229,KARNATAKA
5355,"DAKSHINA KANNADA",574230,KARNATAKA
5356,"DAKSHINA KANNADA",574231,KARNATAKA
5357,"DAKSHINA KANNADA",574232,KARNATAKA
5358,DOHAD,389382,GUJARAT
5359,DOHAD,389146,GUJARAT
5360,NANDURBAR,425418,MAHARASHTRA
5361,OSMANABAD,413510,MAHARASHTRA
5362,KHEDA,388225,GUJARAT
5363,ANAND,388335,GUJARAT
5364,DHULE,424302,MAHARASHTRA
5365,DHULE,424311,MAHARASHTRA
5366,DHULE,425404,MAHARASHTRA
5367,DHULE,424318,MAHARASHTRA
5368,DHULE,424303,MAHARASHTRA
5369,DHULE,424305,MAHARASHTRA
5370,Mahisagar,388265,GUJARAT
5371,VALSAD,396235,GUJARAT
5372,VALSAD,396140,GUJARAT
5373,Mahisagar,388235,GUJARAT
5374,UDHAMPUR,184205,"JAMMU AND KASHMIR"
5375,JAMNAGAR,361008,GUJARAT
5376,SHAHDARA,110095,DELHI
5377,EAST,110096,DELHI
5378,MAHESANA,384515,GUJARAT
5379,AMRITSAR,143102,PUNJAB
5380,GADAG,582202,KARNATAKA
5381,VIJAYAPURA,586129,KARNATAKA
5382,BATHINDA,151103,PUNJAB
5383,BATHINDA,151108,PUNJAB
5384,BATHINDA,151401,PUNJAB
5385,"LEH LADAKH",194101,LADAKH
5386,"LEH LADAKH",194104,LADAKH
5387,"LEH LADAKH",194107,LADAKH
5388,"LEH LADAKH",194401,LADAKH
5389,KARGIL,194103,LADAKH
5390,KARGIL,194102,LADAKH
5391,VIJAYAPURA,586215,KARNATAKA
5392,VIJAYAPURA,586216,KARNATAKA
5393,THOUBAL,795138,MANIPUR
5394,SIRMAUR,173029,"HIMACHAL PRADESH"
5395,SIRMAUR,173027,"HIMACHAL PRADESH"
5396,SIRMAUR,173031,"HIMACHAL PRADESH"
5397,SIRMAUR,173032,"HIMACHAL PRADESH"
5398,SOLAN,173212,"HIMACHAL PRADESH"
5399,SOLAN,173208,"HIMACHAL PRADESH"
5400,SOLAN,173205,"HIMACHAL PRADESH"
5401,SOLAN,173217,"HIMACHAL PRADESH"
5402,SHIMLA,171009,"HIMACHAL PRADESH"
5403,RAJNANDGAON,491665,CHHATTISGARH
5404,JIRIBAM,795115,MANIPUR
5405,NAVSARI,396430,GUJARAT
5406,NAVSARI,396436,GUJARAT
5407,NAVSARI,396460,GUJARAT
5408,NAVSARI,396466,GUJARAT
5409,NAVSARI,396463,GUJARAT
5410,PATNA,800020,BIHAR
5411,GANDHINAGAR,382640,GUJARAT
5412,GANDHINAGAR,382721,GUJARAT
5413,VALSAD,396170,GUJARAT
5414,VALSAD,396030,GUJARAT
5415,JALGAON,424119,MAHARASHTRA
5416,JALGAON,425002,MAHARASHTRA
5417,JALGAON,425402,MAHARASHTRA
5418,JALGAON,425116,MAHARASHTRA
5419,JALGAON,425115,MAHARASHTRA
5420,JALGAON,425103,MAHARASHTRA
5421,DOHAD,389172,GUJARAT
5422,"WEST KHASI HILLS",793119,MEGHALAYA
5423,"WEST KHASI HILLS",793126,MEGHALAYA
5424,"SOUTH WEST GARO HILLS",794115,MEGHALAYA
5425,"SOUTH GARO HILLS",794102,MEGHALAYA
5426,"EAST KHASI HILLS",793012,MEGHALAYA
5427,"EAST KHASI HILLS",793022,MEGHALAYA
5428,SARAN,841217,BIHAR
5429,PURNIA,854327,BIHAR
5430,"DAKSHINA KANNADA",574234,KARNATAKA
5431,"DAKSHINA KANNADA",574235,KARNATAKA
5432,"DAKSHINA KANNADA",574237,KARNATAKA
5433,BELAGAVI,591102,KARNATAKA
5434,BELAGAVI,591104,KARNATAKA
5435,BELAGAVI,591147,KARNATAKA
5436,"EAST KHASI HILLS",793009,MEGHALAYA
5437,"WEST JAINTIA HILLS",793151,MEGHALAYA
5438,"WEST JAINTIA HILLS",793161,MEGHALAYA
5439,JALGAON,425104,MAHARASHTRA
5440,JAISALMER,345034,RAJASTHAN
5441,JAISALMER,345031,RAJASTHAN
5442,JAISALMER,345033,RAJASTHAN
5443,BALESHWAR,756044,ODISHA
5444,BALESHWAR,756027,ODISHA
5445,BALESHWAR,756048,ODISHA
5446,BALESHWAR,756043,ODISHA
5447,BALESHWAR,756059,ODISHA
5448,JAMMU,181206,"JAMMU AND KASHMIR"
5449,KHEDA,388230,GUJARAT
5450,LATUR,413523,MAHARASHTRA
5451,YAVATMAL,445302,MAHARASHTRA
5452,YAVATMAL,445306,MAHARASHTRA
5453,YAVATMAL,445305,MAHARASHTRA
5454,YAVATMAL,445204,MAHARASHTRA
5455,YAVATMAL,445402,MAHARASHTRA
5456,YAVATMAL,445307,MAHARASHTRA
5457,YAVATMAL,445215,MAHARASHTRA
5458,BALESHWAR,756056,ODISHA
5459,BALESHWAR,756020,ODISHA
